vessel_type,dwt,engine_power_kw,speed_knots,distance_nm,cargo_load_pct,weather_beaufort,draft_meters,fuel_type,fuel_consumption_tons,co2_emissions_tons,sox_emissions_tons,nox_emissions_tons,operational_cost_usd
Bulk Carrier,46756.84,21417.42,13.18,5062.78,89.94,5,14.89,HFO,1786.02,5557.18,143.6,358.99,610284.23
Container,142988.94,32665.16,20.08,4971.64,79.6,3,14.35,LNG,1221.55,3330.52,0.0,59.37,623359.19
Bulk Carrier,94008.19,9739.32,15.2,1429.89,87.51,5,14.77,VLSFO,175.01,520.93,3.59,32.29,86103.93
Container,113517.47,45774.99,18.59,5102.52,53.94,2,13.04,VLSFO,1512.89,4503.26,31.01,279.13,744340.23
Container,128407.39,43840.54,19.59,3448.41,68.04,4,12.84,VLSFO,1282.0,3816.01,26.28,236.53,630745.34
Tanker,177073.89,20603.14,16.02,1560.54,79.4,3,14.44,Ammonia,340.23,0.0,0.0,6.33,158204.75
Tanker,195566.5,29611.04,16.09,1556.37,44.63,4,11.8,Methanol,371.13,498.52,0.0,5.91,110783.29
Tanker,127847.86,17773.6,14.14,11034.26,74.19,4,13.63,LNG,2126.22,5797.06,0.0,103.33,1085012.0
Tanker,166044.61,39431.67,14.74,1452.1,82.87,5,13.77,Hydrogen,709.46,0.0,0.0,0.0,2979726.2
Container,75739.73,23277.84,20.4,1518.21,96.32,5,15.04,LNG,306.56,835.82,0.0,14.9,156436.52
Tanker,186243.82,28764.72,16.48,1470.9,90.15,3,15.12,Hydrogen,432.07,0.0,0.0,0.0,1814694.4
Container,96167.15,42143.81,21.27,7331.16,73.86,1,13.4,Hydrogen,1940.32,0.0,0.0,0.0,8149361.68
Tanker,115260.57,17937.46,12.97,7071.46,48.91,7,12.4,HFO,1459.4,4540.88,117.34,293.34,498675.51
Container,127058.41,32974.32,16.6,1433.44,70.64,2,13.52,VLSFO,433.75,1291.09,8.89,80.03,213403.88
Tanker,114310.1,36983.26,14.61,3429.87,74.55,3,13.1,VLSFO,1299.14,3867.02,26.63,239.69,639177.48
Bulk Carrier,95101.37,18704.23,13.93,3673.08,56.49,3,13.24,VLSFO,658.04,1958.71,13.49,121.41,323754.3
Bulk Carrier,47686.91,20237.35,12.03,11418.45,87.46,5,14.95,Hydrogen,3573.8,0.0,0.0,0.0,15009943.54
Container,98813.69,58950.93,15.98,7025.89,70.5,3,13.14,LNG,3721.31,10145.99,0.0,180.86,1898982.2
Bulk Carrier,68704.48,9107.78,14.65,7136.67,66.22,2,12.78,LNG,590.65,1610.37,0.0,28.71,301406.35
Tanker,173786.22,42330.15,14.7,5139.86,78.48,4,13.73,Hydrogen,2520.8,0.0,0.0,0.0,10587354.82
Bulk Carrier,46079.37,20113.99,14.17,3419.61,35.6,3,11.71,HFO,451.26,1404.07,36.28,90.7,154193.99
Container,131908.17,24717.31,21.15,5095.75,39.91,4,12.55,Hydrogen,589.25,0.0,0.0,0.0,2474834.94
Tanker,185755.49,38453.49,14.45,7269.27,87.78,3,13.94,VLSFO,3431.46,10214.07,70.34,633.1,1688276.39
Container,110224.67,23880.82,14.9,7185.78,98.12,3,15.44,HFO,2174.88,6767.1,174.86,437.15,743157.34
Tanker,85840.51,43753.99,13.34,6994.27,86.97,4,14.71,HFO,4541.59,14131.07,365.14,912.86,1551861.2
Container,94987.86,42781.9,20.63,1517.59,49.14,6,12.86,Methanol,508.84,683.5,0.0,8.1,151889.1
Tanker,98886.15,26930.15,13.71,4963.73,55.06,1,12.36,LNG,1029.29,2806.31,0.0,50.02,525244.99
Container,100651.35,56359.55,18.67,6893.69,40.95,4,11.55,LNG,2048.38,5584.83,0.0,99.55,1045288.95
Bulk Carrier,69536.8,23521.27,12.39,4948.71,49.08,4,13.0,Hydrogen,1076.13,0.0,0.0,0.0,4519752.52
Tanker,94921.29,23242.32,16.89,5016.7,54.88,3,12.94,VLSFO,849.82,2529.58,17.42,156.79,418112.79
Tanker,197686.07,28117.21,16.22,6788.18,91.35,3,14.45,Ammonia,2056.68,0.0,0.0,38.25,956356.06
Tanker,90054.74,19200.42,15.77,1463.65,64.88,5,13.86,LNG,255.61,696.9,0.0,12.42,130436.18
Container,89434.83,52405.82,15.62,3493.82,57.39,3,13.36,Hydrogen,1398.33,0.0,0.0,0.0,5873000.98
Tanker,80295.55,18551.81,13.68,3328.19,97.78,5,14.36,Ammonia,926.19,0.0,0.0,17.23,430678.95
Bulk Carrier,57603.87,15245.48,11.54,7193.55,42.32,1,12.18,LNG,888.14,2421.47,0.0,43.16,453215.47
Bulk Carrier,66049.33,22954.49,12.0,1512.23,67.77,2,13.12,VLSFO,442.62,1317.51,9.07,81.66,217770.04
Container,51461.73,34167.3,20.45,1565.78,96.92,7,14.48,LNG,604.97,1649.42,0.0,29.4,308715.61
Bulk Carrier,83656.17,24762.75,14.08,6736.86,98.8,4,14.83,Ammonia,2313.49,0.0,0.0,43.03,1075771.72
Bulk Carrier,80424.11,15344.3,13.8,7317.22,41.89,3,12.2,VLSFO,865.75,2577.0,17.75,159.73,425950.61
Container,136340.25,24908.63,19.57,6986.53,95.19,5,15.21,VLSFO,1900.41,5656.75,38.96,350.62,934999.73
Bulk Carrier,89224.13,9974.93,15.22,4786.94,55.1,4,12.38,Methanol,455.56,611.93,0.0,7.25,135985.26
Tanker,132111.78,23464.47,14.42,10911.23,80.17,3,13.93,Ammonia,2902.25,0.0,0.0,53.98,1349543.94
Tanker,162253.5,40723.08,15.95,10764.24,43.73,3,11.8,LNG,2751.69,7502.38,0.0,133.73,1404187.9
Bulk Carrier,86178.81,23650.14,11.12,3436.93,55.31,3,12.13,LNG,870.42,2373.16,0.0,42.3,444174.52
Bulk Carrier,98179.21,13422.0,13.37,5028.71,47.03,3,12.73,HFO,587.57,1828.21,47.24,118.1,200772.84
Tanker,193157.07,19883.24,16.64,4769.06,31.4,3,12.06,VLSFO,505.08,1503.41,10.35,93.19,248497.32
Tanker,98171.27,17252.22,12.94,5044.45,71.04,3,13.75,Methanol,1253.06,1683.18,0.0,19.95,374039.67
Bulk Carrier,76176.9,12159.4,14.77,1501.25,73.26,4,13.34,Methanol,220.88,296.7,0.0,3.52,65933.41
Bulk Carrier,61028.35,16679.08,13.42,5011.78,79.93,4,14.3,Methanol,1248.67,1677.27,0.0,19.88,372727.06
Container,64356.2,25281.45,15.33,3626.72,52.4,6,13.12,LNG,781.18,2129.85,0.0,37.97,398634.56
Tanker,112185.94,35238.02,13.75,6899.06,96.47,4,14.3,HFO,3556.23,11065.14,285.92,714.8,1215163.81
Tanker,82593.46,21804.61,14.3,1486.24,66.82,3,12.81,HFO,335.7,1044.52,26.99,67.48,114708.52
Container,78687.5,22653.68,18.14,5234.66,35.12,4,11.33,Ammonia,575.49,0.0,0.0,10.7,267603.94
Tanker,122225.65,20010.02,13.41,7062.73,82.46,5,14.56,Ammonia,2033.92,0.0,0.0,37.83,945774.14
Tanker,114191.93,28772.57,16.03,3599.39,74.9,3,14.17,HFO,984.93,3064.6,79.19,197.97,336551.39
Bulk Carrier,87709.47,16777.58,12.23,7061.15,35.4,2,11.56,Hydrogen,796.95,0.0,0.0,0.0,3347201.47
Bulk Carrier,73065.17,11317.36,13.85,10932.32,41.94,6,12.36,Methanol,1326.84,1782.28,0.0,21.12,396061.54
Tanker,107866.2,21282.71,16.8,3582.84,86.81,5,14.39,Ammonia,840.38,0.0,0.0,15.63,390775.59
Tanker,155154.14,21999.67,13.22,3598.07,93.18,4,15.0,LNG,1077.25,2937.08,0.0,52.35,549721.32
Bulk Carrier,80559.44,13892.05,12.16,1428.1,58.23,2,13.24,VLSFO,222.6,662.6,4.56,41.07,109520.79
Tanker,111542.56,38827.49,16.02,1532.32,89.07,3,15.16,LNG,585.33,1595.87,0.0,28.45,298692.18
Container,115103.96,53543.1,18.92,3547.9,73.14,4,13.41,Ammonia,1586.81,0.0,0.0,29.51,737868.71
Container,102038.28,30640.41,18.75,5038.2,91.24,2,14.59,Hydrogen,1452.32,0.0,0.0,0.0,6099747.13
Tanker,109943.29,38675.56,16.53,10538.71,79.61,3,13.4,Methanol,4616.85,6201.59,0.0,73.5,1378131.02
Tanker,179905.05,24723.6,13.0,3404.28,34.4,4,11.75,Methanol,668.48,897.94,0.0,10.64,199541.81
Container,133544.6,57796.92,22.15,6788.14,31.3,4,11.92,HFO,1727.33,5374.56,138.88,347.19,590229.86
Container,93433.75,59538.91,20.26,3654.26,93.59,5,15.36,LNG,1876.67,5116.66,0.0,91.21,957664.37
Bulk Carrier,30417.22,21458.96,14.03,1425.6,73.43,2,13.05,VLSFO,332.49,989.69,6.82,61.34,163585.28
Bulk Carrier,91641.18,18143.74,13.86,3413.27,35.15,2,12.12,HFO,403.16,1254.43,32.41,81.04,137760.61
Container,142317.19,25294.47,21.47,10981.35,69.06,3,14.02,Hydrogen,1923.79,0.0,0.0,0.0,8079899.04
Bulk Carrier,90427.03,9519.74,14.8,7096.51,87.32,4,14.22,Methanol,911.97,1225.01,0.0,14.52,272224.05
Tanker,128339.78,41361.99,14.08,3423.14,89.72,4,14.9,Hydrogen,1866.86,0.0,0.0,0.0,7840795.84
Container,138171.78,50422.81,20.95,5116.49,66.58,2,13.62,HFO,1685.7,5245.02,135.53,338.83,576003.21
Tanker,127083.64,43240.97,13.34,6975.3,35.17,4,12.02,LNG,2051.9,5594.42,0.0,99.72,1047083.39
Tanker,111185.03,17905.75,13.33,10996.02,59.96,3,12.58,Ammonia,1961.83,0.0,0.0,36.49,912252.1
Bulk Carrier,84101.81,22545.4,15.73,11048.09,39.79,3,12.07,Ammonia,1650.0,0.0,0.0,30.69,767252.27
Tanker,152929.2,17145.85,14.64,4891.48,40.9,5,11.73,Methanol,726.62,976.03,0.0,11.57,216895.16
Bulk Carrier,85984.06,23306.69,12.45,10917.96,41.05,2,11.61,Hydrogen,2127.79,0.0,0.0,0.0,8936723.75
Container,83469.89,22718.97,15.58,1461.61,52.78,4,12.81,Methanol,305.98,411.01,0.0,4.87,91336.3
Container,110260.51,26651.03,19.3,5059.78,91.51,4,14.1,Methanol,1568.85,2107.35,0.0,24.98,468301.03
Container,106378.04,25609.04,20.45,5045.29,63.82,5,13.78,HFO,1006.64,3132.14,80.93,202.33,343969.32
Bulk Carrier,32375.23,20629.49,14.18,4895.21,53.52,4,12.11,Methanol,1033.99,1388.91,0.0,16.46,308646.91
Bulk Carrier,77475.86,19983.29,14.9,3338.16,50.72,2,12.94,HFO,516.53,1607.19,41.53,103.82,176499.8
Container,117877.03,50143.04,23.01,4956.53,61.95,2,13.04,VLSFO,1532.65,4562.09,31.42,282.77,754064.01
Container,57918.96,33611.0,23.76,3485.7,61.5,4,12.88,Ammonia,701.58,0.0,0.0,13.05,326232.41
Tanker,138815.23,18476.31,14.73,10548.57,60.16,4,13.42,LNG,1857.1,5063.31,0.0,90.26,947677.92
Container,59565.13,38143.07,18.25,11213.94,82.36,5,14.26,VLSFO,4520.52,13455.78,92.67,834.04,2224095.57
Tanker,101992.7,20717.01,16.8,11290.41,64.24,3,12.85,HFO,1936.92,6026.69,155.73,389.32,661845.34
Tanker,137889.37,22286.52,12.77,3446.37,62.33,4,13.38,Hydrogen,848.42,0.0,0.0,0.0,3563361.96
Bulk Carrier,75148.48,21523.02,14.32,6653.85,97.38,5,14.88,LNG,1809.52,4933.59,0.0,87.94,923399.85
Bulk Carrier,92396.6,15213.74,12.66,11067.57,34.27,4,11.69,LNG,1213.44,3308.4,0.0,58.97,619218.71
Tanker,147580.62,43041.63,12.51,4761.98,56.47,5,12.87,Hydrogen,2342.63,0.0,0.0,0.0,9839049.5
Tanker,161853.78,18579.82,15.12,1493.29,37.68,3,11.63,LNG,159.2,434.05,0.0,7.74,81239.04
Container,127617.57,25767.0,22.13,6856.72,95.31,5,15.4,Hydrogen,1597.6,0.0,0.0,0.0,6709916.37
Container,84856.51,31682.74,23.49,1529.34,79.59,6,14.48,LNG,355.49,969.23,0.0,17.28,181406.73
Bulk Carrier,41222.71,13655.08,15.5,7180.45,32.77,2,11.49,VLSFO,519.68,1546.87,10.65,95.88,255680.26
Bulk Carrier,52855.62,18896.14,12.71,4874.65,58.77,1,12.84,HFO,872.47,2714.67,70.15,175.37,298122.76
Container,96839.05,38364.64,19.87,3374.0,74.0,3,13.06,Hydrogen,970.06,0.0,0.0,0.0,4074270.09
Tanker,155024.47,24281.17,14.83,1445.05,88.63,4,14.68,HFO,434.62,1352.3,34.94,87.36,148508.91
Container,68849.33,54674.31,16.06,10644.49,79.94,6,14.51,Methanol,8098.86,10878.8,0.0,128.93,2417511.12
Tanker,138713.17,33486.69,16.44,1521.76,82.5,8,14.63,VLSFO,702.5,2091.05,14.4,129.61,345628.24
Container,109376.04,36377.42,23.39,3649.07,60.82,4,12.47,HFO,835.36,2599.2,67.16,167.91,285442.11
Bulk Carrier,54335.23,17889.51,11.32,7321.25,53.64,3,12.91,VLSFO,1354.67,4032.3,27.77,249.94,666495.95
Tanker,103995.84,37398.01,15.56,3424.99,53.23,5,12.51,VLSFO,1137.55,3386.05,23.32,209.88,559676.94
Container,65083.3,37613.94,16.5,5064.72,35.49,5,11.5,HFO,1207.41,3756.84,97.08,242.69,412572.42
Tanker,182051.87,37432.44,13.52,3590.59,61.27,3,13.69,HFO,1481.38,4609.27,119.1,297.76,506186.33
Tanker,147153.08,16367.66,14.44,3593.54,44.84,5,11.75,VLSFO,508.22,1512.76,10.42,93.77,250043.28
Tanker,153708.43,41465.26,15.89,7308.0,65.28,4,12.78,LNG,2731.66,7447.75,0.0,132.76,1393964.12
Bulk Carrier,38665.84,23872.94,14.97,11064.37,39.54,4,11.46,LNG,1800.35,4908.6,0.0,87.5,918721.12
Tanker,188609.77,35093.29,14.16,6926.52,52.87,4,12.32,VLSFO,2339.69,6964.31,47.96,431.67,1151125.06
Tanker,130059.87,43545.49,16.13,3340.68,33.4,2,11.69,LNG,712.48,1942.56,0.0,34.63,363580.54
Tanker,175352.02,25989.84,15.36,7052.32,83.67,3,13.61,VLSFO,2146.87,6390.37,44.01,396.1,1056260.1
Container,123706.98,28887.91,20.25,4823.41,85.02,5,14.55,Ammonia,1266.79,0.0,0.0,23.56,589058.07
Bulk Carrier,60708.07,15169.42,15.84,7114.4,99.35,3,15.21,Ammonia,1207.38,0.0,0.0,22.46,561429.48
Tanker,176447.75,43585.16,13.3,1571.87,30.15,5,11.11,Methanol,592.68,796.12,0.0,9.44,176915.47
Tanker,196572.15,23023.87,15.13,5187.68,54.21,4,12.63,Methanol,1206.48,1620.61,0.0,19.21,360134.68
Tanker,80241.84,30643.19,13.86,4813.12,44.92,1,12.33,Ammonia,1046.88,0.0,0.0,19.47,486800.83
Tanker,115925.43,18228.26,12.14,3469.93,99.22,4,15.14,HFO,1151.13,3581.73,92.55,231.38,393341.9
Tanker,139294.67,20621.19,13.72,10491.53,72.84,3,13.19,LNG,2239.02,6104.61,0.0,108.82,1142573.48
Tanker,81574.52,32912.92,12.44,5234.01,33.57,1,11.43,Hydrogen,1103.98,0.0,0.0,0.0,4636723.42
Container,112786.33,27007.2,14.03,10507.52,99.6,6,15.36,VLSFO,4929.63,14673.54,101.06,909.52,2425379.03
Bulk Carrier,70557.36,17739.52,15.72,3674.75,79.02,6,14.47,Methanol,932.61,1252.73,0.0,14.85,278384.86
Bulk Carrier,56389.44,13004.11,11.9,6976.18,35.44,4,11.7,Ammonia,707.92,0.0,0.0,13.17,329181.48
Container,51018.84,20431.08,18.79,7111.08,99.55,5,14.8,LNG,1471.61,4012.28,0.0,71.52,750960.59
Tanker,194598.51,36541.61,13.55,3467.74,100.0,4,15.18,Hydrogen,1867.37,0.0,0.0,0.0,7842969.45
Container,89817.24,27635.04,21.68,7227.95,77.44,2,13.59,Ammonia,1388.88,0.0,0.0,25.83,645830.22
Container,58369.17,26671.76,14.3,6907.77,95.68,2,14.44,Methanol,2552.54,3428.7,0.0,40.64,761933.42
Bulk Carrier,33573.32,16205.52,14.47,3496.18,97.63,5,15.44,VLSFO,902.18,2685.42,18.49,166.45,443870.99
Tanker,194223.02,32732.41,16.64,5079.12,66.36,6,13.43,Hydrogen,1669.7,0.0,0.0,0.0,7012722.06
Tanker,120680.44,20546.06,13.26,7312.31,38.01,3,11.57,Methanol,1325.05,1779.87,0.0,21.09,395527.22
Bulk Carrier,38816.55,18059.1,15.14,3376.94,51.69,5,12.81,Ammonia,539.46,0.0,0.0,10.03,250847.37
Bulk Carrier,92951.03,10246.19,12.83,7285.67,32.9,3,11.17,LNG,441.94,1204.92,0.0,21.48,225519.69
Tanker,189427.3,16190.6,13.17,7155.45,57.33,4,13.47,LNG,1201.95,3277.06,0.0,58.41,613353.69
Bulk Carrier,74296.7,10453.8,14.61,7188.31,38.14,5,12.06,LNG,522.7,1425.13,0.0,25.4,266735.16
Tanker,98296.85,37413.71,16.4,1572.5,50.37,2,13.08,Ammonia,398.86,0.0,0.0,7.42,185471.0
Bulk Carrier,69510.79,19685.12,13.02,1521.87,49.74,1,12.55,HFO,251.84,783.61,20.25,50.62,86054.89
Tanker,172107.41,20083.36,15.87,3650.68,83.63,3,13.93,HFO,794.35,2471.6,63.87,159.66,271428.82
Bulk Carrier,67335.14,17623.81,13.36,6697.04,43.05,4,12.44,LNG,844.53,2302.58,0.0,41.04,430964.59
Tanker,171595.4,26430.03,16.69,11280.16,63.06,3,12.93,Methanol,2745.87,3688.39,0.0,43.71,819641.79
Bulk Carrier,64411.67,22421.34,13.86,1544.12,52.33,5,13.04,Methanol,382.06,513.21,0.0,6.08,114045.61
Container,111727.82,51641.48,23.2,1510.63,30.44,5,11.65,HFO,324.91,1010.95,26.12,65.31,111021.44
Tanker,179361.34,24991.13,12.88,1460.26,88.41,4,14.25,Methanol,620.25,833.15,0.0,9.87,185144.85
Bulk Carrier,93355.37,12601.49,11.67,1554.07,82.47,1,13.52,VLSFO,259.06,771.12,5.31,47.8,127457.96
Container,87361.24,29650.53,17.15,1488.74,75.89,2,13.73,Ammonia,364.84,0.0,0.0,6.79,169650.8
Bulk Carrier,87070.02,19443.01,13.56,5143.6,40.46,4,12.28,Methanol,850.25,1142.1,0.0,13.54,253799.27
Bulk Carrier,94001.79,11548.78,12.37,5227.62,85.6,4,13.81,Hydrogen,890.0,0.0,0.0,0.0,3737987.04
Tanker,151415.27,22911.22,16.35,3422.87,31.77,4,12.14,VLSFO,432.38,1287.02,8.86,79.77,212731.01
Container,139631.68,53507.31,14.33,3355.08,82.38,2,13.79,Ammonia,1869.62,0.0,0.0,34.77,869371.41
Tanker,172328.66,33151.63,14.94,1551.15,53.17,4,13.05,Hydrogen,476.77,0.0,0.0,0.0,2002413.13
Bulk Carrier,95037.79,17646.74,11.6,1438.16,90.73,6,14.4,Ammonia,465.0,0.0,0.0,8.65,216223.49
Bulk Carrier,72777.68,15624.05,14.26,5063.81,95.41,5,14.57,Methanol,1260.57,1693.27,0.0,20.07,376281.26
Bulk Carrier,67694.94,22025.73,13.13,7252.26,96.47,5,14.77,Ammonia,2600.41,0.0,0.0,48.37,1209189.21
Bulk Carrier,92593.03,19852.77,15.35,1443.26,57.97,2,13.16,VLSFO,231.97,690.47,4.76,42.8,114127.39
Container,92019.11,37848.54,18.93,3403.62,31.07,3,11.64,HFO,610.98,1901.05,49.12,122.81,208771.56
Container,74798.08,58271.91,18.93,6701.96,57.8,3,13.41,Hydrogen,2847.67,0.0,0.0,0.0,11960227.61
Bulk Carrier,55827.51,15136.38,13.17,11497.8,30.65,4,11.36,LNG,1040.07,2835.72,0.0,50.55,530748.98
Bulk Carrier,55098.91,18299.91,14.99,4953.84,50.7,5,12.69,HFO,809.1,2517.51,65.05,162.63,276470.48
Container,120792.94,43001.62,22.25,1507.4,62.65,6,12.97,Methanol,534.05,717.36,0.0,8.5,159413.01
Bulk Carrier,49753.73,12259.93,12.05,7147.07,81.91,1,14.17,VLSFO,1160.49,3454.31,23.79,214.11,570960.08
Tanker,147009.34,40561.58,12.9,1574.85,30.33,4,11.02,Methanol,465.8,625.69,0.0,7.42,139042.21
Container,71516.19,51096.09,18.8,4805.7,47.35,3,12.27,Hydrogen,1388.95,0.0,0.0,0.0,5833569.36
Tanker,165792.38,39432.99,16.81,3435.7,75.17,4,13.5,Methanol,1452.21,1950.68,0.0,23.12,433484.5
Container,102061.81,37614.85,22.34,3342.94,53.35,7,12.44,Methanol,937.7,1259.56,0.0,14.93,279902.78
Bulk Carrier,77967.8,22486.65,14.99,5110.8,68.92,8,14.12,LNG,1363.9,3718.62,0.0,66.29,695998.21
Container,78214.04,53602.49,17.86,7299.33,37.34,2,11.59,VLSFO,2215.07,6593.37,45.41,408.68,1089813.41
Tanker,166777.42,41414.58,15.65,10459.08,82.83,1,13.96,VLSFO,4488.73,13361.15,92.02,828.17,2208454.83
Container,97223.98,34836.32,20.2,4781.43,35.44,6,11.76,Ammonia,893.97,0.0,0.0,16.63,415697.96
Tanker,159319.44,24894.18,15.61,10802.92,99.33,3,14.63,HFO,3606.12,11220.36,289.93,724.83,1232209.67
Bulk Carrier,98728.33,16698.94,11.93,7317.95,89.99,6,14.34,Hydrogen,1900.75,0.0,0.0,0.0,7983134.11
Tanker,148325.04,36741.93,15.05,6910.26,48.61,2,13.04,LNG,1642.93,4479.38,0.0,79.85,838386.13
Container,51311.56,23844.18,17.66,1551.16,59.15,5,12.53,Hydrogen,293.17,0.0,0.0,0.0,1231296.57
Bulk Carrier,75223.49,16287.68,12.95,10977.33,45.46,2,11.83,Hydrogen,1538.21,0.0,0.0,0.0,6460473.89
Bulk Carrier,57123.15,22980.48,13.84,6968.3,43.33,4,12.52,Methanol,1555.02,2088.79,0.0,24.76,464174.53
Bulk Carrier,90352.86,11906.38,12.98,1570.52,68.24,3,13.48,HFO,214.51,667.44,17.25,43.12,73297.53
Tanker,160934.55,37032.06,12.42,7295.36,71.64,2,12.98,Methanol,3730.36,5010.81,0.0,59.39,1113512.65
Container,94204.75,29472.09,19.12,10694.71,69.01,2,13.49,VLSFO,2376.05,7072.54,48.71,438.38,1169014.58
Bulk Carrier,63743.88,16356.96,12.13,10898.11,44.33,4,12.27,VLSFO,1823.71,5428.46,37.39,336.48,897266.68
Bulk Carrier,51816.61,13689.69,14.41,1456.13,72.8,3,13.65,Hydrogen,227.96,0.0,0.0,0.0,957413.5
Container,58435.22,42292.43,21.75,4899.56,38.02,3,12.32,LNG,883.46,2408.71,0.0,42.94,450827.61
Container,102075.11,31042.18,20.84,3550.57,75.32,3,13.54,VLSFO,851.19,2533.65,17.45,157.04,418785.28
Bulk Carrier,50268.6,20075.4,11.21,5026.33,33.95,2,11.18,Hydrogen,715.01,0.0,0.0,0.0,3003047.46
Container,62202.02,28846.77,20.82,7198.71,90.44,3,13.92,HFO,1891.26,5884.61,152.06,380.14,646242.72
Bulk Carrier,69955.8,17440.84,11.51,11311.69,91.43,3,14.83,VLSFO,3041.68,9053.85,62.35,561.19,1496504.83
Bulk Carrier,37145.43,16116.35,11.42,5083.74,48.26,4,12.93,HFO,891.78,2774.77,71.7,179.25,304722.27
Bulk Carrier,89259.54,12127.46,11.77,7151.5,84.22,4,14.38,Ammonia,1291.83,0.0,0.0,24.03,600699.57
Tanker,115063.77,32105.19,12.84,3395.32,88.05,4,14.75,HFO,1483.99,4617.4,119.31,298.28,507078.59
Bulk Carrier,96204.8,23858.7,11.46,6914.69,71.68,3,12.91,HFO,2248.73,6996.87,180.8,451.99,768390.57
Bulk Carrier,96159.13,12355.73,15.45,3584.33,38.97,5,11.59,Hydrogen,314.13,0.0,0.0,0.0,1319338.23
Bulk Carrier,68823.17,21804.11,11.9,1477.81,44.21,4,11.99,HFO,320.17,996.21,25.74,64.35,109402.95
Container,64153.71,31911.37,14.37,1555.32,89.27,3,14.27,LNG,585.36,1595.95,0.0,28.45,298707.71
Container,120072.01,22192.29,18.69,3604.31,49.15,2,12.92,VLSFO,494.16,1470.91,10.13,91.17,243125.26
Tanker,168007.6,27813.83,14.71,6652.49,79.9,4,13.99,Ammonia,1973.84,0.0,0.0,36.71,917833.45
Bulk Carrier,36914.57,21523.35,12.26,10685.38,83.35,5,14.51,Methanol,4207.22,5651.35,0.0,66.98,1255855.57
Container,70613.95,30814.13,21.62,11430.11,85.08,4,14.71,LNG,2466.89,6725.86,0.0,119.89,1258851.72
Bulk Carrier,75214.43,18041.19,14.07,10810.48,30.64,4,11.75,HFO,1278.45,3977.87,102.79,256.97,436845.72
Container,67817.64,24731.35,19.39,4861.81,35.8,3,11.58,Ammonia,560.29,0.0,0.0,10.42,260536.26
Container,134384.64,25227.89,22.48,7212.27,83.95,5,13.63,Methanol,1718.41,2308.25,0.0,27.36,512944.72
Tanker,151295.97,38989.23,14.41,11263.16,77.31,4,14.36,LNG,4694.7,12799.92,0.0,228.16,2395706.22
Container,103302.7,37522.39,17.17,3574.09,43.93,1,12.56,HFO,787.64,2450.74,63.33,158.32,269137.93
Tanker,158168.28,43829.92,14.48,6953.09,37.67,3,11.82,Ammonia,2085.9,0.0,0.0,38.8,969944.3
Container,56912.39,28490.27,23.09,11265.96,35.39,3,11.37,LNG,1117.01,3045.47,0.0,54.29,570007.79
Container,76431.6,34903.18,15.21,10984.5,48.7,3,12.15,VLSFO,2867.92,8536.66,58.79,529.13,1411017.82
Tanker,170125.77,41684.73,12.93,3536.08,65.6,2,12.75,Hydrogen,1599.92,0.0,0.0,0.0,6719667.01
Tanker,148906.19,31703.08,15.62,3625.16,31.19,2,11.03,HFO,567.68,1766.33,45.64,114.1,193976.32
Bulk Carrier,62771.74,8803.32,11.02,6904.27,68.72,3,13.96,HFO,857.64,2668.52,68.95,172.38,293053.98
Tanker,92163.88,42689.72,13.41,1527.23,85.0,4,14.14,Ammonia,852.99,0.0,0.0,15.87,396640.71
Container,61457.42,25666.55,23.62,6785.89,65.27,3,12.73,LNG,1003.26,2735.34,0.0,48.76,511962.12
Container,149911.01,21746.81,21.19,1474.31,97.98,4,15.51,HFO,308.4,959.57,24.8,61.99,105378.83
Container,125651.23,48119.76,14.53,7045.16,49.66,2,13.0,Ammonia,2576.38,0.0,0.0,47.92,1198017.6
Bulk Carrier,38756.14,8953.12,14.19,4937.68,42.22,3,11.7,VLSFO,338.75,1008.31,6.94,62.5,166663.26
Tanker,125144.25,34435.19,14.53,3374.86,37.31,4,11.39,HFO,789.07,2455.16,63.44,158.6,269623.58
Bulk Carrier,49943.99,15910.98,13.18,1459.83,53.9,2,13.01,Ammonia,197.41,0.0,0.0,3.67,91793.39
Bulk Carrier,67786.63,21575.59,14.56,10778.59,50.98,7,12.0,Methanol,2904.81,3901.89,0.0,46.24,867086.07
Container,127250.14,40279.62,22.12,4836.69,39.83,2,11.73,LNG,774.93,2112.81,0.0,37.66,395445.84
Tanker,181234.4,35407.07,15.84,1467.53,33.86,2,11.72,VLSFO,285.75,850.56,5.86,52.72,140589.1
Bulk Carrier,45559.59,9373.81,15.8,1492.34,99.21,3,15.54,VLSFO,165.82,493.57,3.4,30.59,81581.28
Tanker,158015.38,25850.31,15.27,10481.23,60.46,4,12.86,VLSFO,2582.75,7687.8,52.95,476.52,1270710.73
Tanker,109328.91,17930.07,16.04,1444.32,94.34,4,15.26,Methanol,367.37,493.47,0.0,5.85,109660.08
Bulk Carrier,78340.42,16989.63,14.09,6825.16,35.53,2,11.79,Methanol,861.29,1156.93,0.0,13.71,257095.6
Bulk Carrier,51023.22,24187.99,15.69,1501.43,87.05,3,14.21,Ammonia,390.48,0.0,0.0,7.26,181571.01
Container,126229.18,43429.54,14.05,1516.96,96.58,1,14.27,Ammonia,861.66,0.0,0.0,16.03,400670.93
Container,76014.79,21204.32,14.43,7041.99,47.33,1,12.64,Ammonia,1101.64,0.0,0.0,20.49,512264.19
